subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,"Baler, Aurora",,309,hehehe... meron ba dito punta sa baler? pwede mkisingit? hehehe... sana may magorganize ng trip para makasama... gusto ko maexperience ang surfing dito hehehe..,23-May-12,PACORAVAN,0.19,505,,,,,
Travel and Leisure,"Baler, Aurora",,310,gustso kong pmunta ng baler,23-May-12,mondee,6.39,"27,694",,,,,
Travel and Leisure,"Baler, Aurora",,311,Ako din. Sama.,23-May-12,lady_joelle,0.61,"1,450",,,,,
Travel and Leisure,"Baler, Aurora",,312,San ba dumaraan ang bus na pa-Baler? Sa me Pantabangan ba? O sa me Bongabon-San Luis?,23-May-12,AbulugAdventure,3.63,"20,709",,,,,
Travel and Leisure,"Baler, Aurora",,313,"Guys gusto ko din mag weekend getaway sa Baler, pag may ng plan din inform nyo ko ah?",25-May-12,chockie,0.42,"1,138",,,,,
Travel and Leisure,"Baler, Aurora",,314,pa like nito.,25-May-12,private_erick,0.24,599,"Guys gusto ko din mag weekend getaway sa Baler, pag may ng plan din inform nyo ko ah?",chockie,,,
Travel and Leisure,"Baler, Aurora",,315,ayan oh... andami palang gusto pumunta ng baler... set na ng date hehehe...,25-May-12,PACORAVAN,0.19,505,,,,,
Travel and Leisure,"Baler, Aurora",,316,3rd or 4th week of June. game ako.,25-May-12,lady_joelle,0.61,"1,450",,,,,
Travel and Leisure,"Baler, Aurora",,317,HEHEHE... go din ako 3rd or 4th week ng june hehehe...,25-May-12,PACORAVAN,0.19,505,,,,,
Travel and Leisure,"Baler, Aurora",,318,"Visiting the Old Balete Tree and the Ditumabo Falls in Aurora Aurora is a place wherein it doesn’t need to construct commercialized-activities to lure in tourists. Anyone can enjoy nature at its best by going surfing, trekking in the forest and swimming in their many waterfalls. Read more at http://www.marxtermind.com/2012/05/o...-falls-in.html",26-May-12,marxtermind,0.1,398,,,http://farm9.staticflickr.com/8002/7250547288_30d65b1399_z.jpg,,http://www.marxtermind.com/2012/05/old-balete-tree-and-ditumabo-falls-in.html
Travel and Leisure,"Baguio: ""City of Pines""",Transient House in Baguio ??,1,Does anybody know a Transient House in Baguio that can be rented for just 1 night? And a house that looks nice and definitely with no Ghosts Inside??,1-Nov-02,SUNSTAR,0.15,869,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,2,sa teacher's camp try nyo.,3-Nov-02,kweEzTaLz,0.1,574,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,3,"saw this in one of my email groups === Kabayan, Hello and greetings of peace! Thanks for the email and I am sorry for the late response. My husband is managing our 5-room place good for transients only (this is a cheap alternative for hotels and cleaner place than those around Baguio City) Each rooms had its own CR and beds which can accomodate a family of five. However, the place can accommodate ""barkadas"" of 7-10 - kung koboy ang magbabarkada. You and your family or barkada can cook your own food and eat at our spacious dining room (you can request to light the fire place to keep you warm during the 12-degree nights) overlooking the heart of the City of Pines. After dinner or before going to bed you can also lounge at our sala at the warmth of its fire place and enjoy the overlooking site of Baguio City. The exact address is No. 12 Upper Market Subdivision (Camp Allen) Baguio City. Or you can call at +6374 3045478 for mroe inquiries. your kabayan, madel --- In [email protected] , Rico Bernardino < [email protected] > wrote: > Kabayan, > What a good approach........ > By the way what is this? Are you dealing with > accomodation/Hotel or what? Nagtatanong lang po baka > sakaling makapunta rin ng Baguio.... > Regards to all kabayan. > Rico > > --- madeldelacruz < [email protected] > wrote: > > for our brethren who plan to go to Baguio any time > > this year... > > > > > > Going to Baguio ? > > > > Wanna see the Flower Festival this February with > > your household? or > > with your officemates and barkadas? > > > > Wanna spend a meaningful Holy Week this March with > > your family? > > > > Or just want to have a quiet weekend with your loved > > one? > > > > Don't worry about the high cost of accommodation! > > Bakit kailangang > > mag problema ... > > > > Come to our place at the heart of BAGUIO City with > > unbelievably > > affordable price! > > > > At our place - > > > > ... you can cook your own food (to save on > > expenses) > > > > ... thank the Lord for His blessings and > > enjoy the overlooking > > site from your own window before you go to > > sleep or right > > after waking up.... > > or while having your lunch or dinner from > > your veranda.... > > > > ... no worry about parking space, our's is > > secured and well > > lighted > > > > Punta na tayo sa Baguio! > > > > (for details call +632 8916040 loc 4888, 2002 or > > +632 5263495 madel; > > or txt to +639178373681) transpo for tour can also > > be arranged",4-Nov-02,sweet_7326,0.27,"1,610",,,,,"/cdn-cgi/l/email-protection,/cdn-cgi/l/email-protection,/cdn-cgi/l/email-protection"
Travel and Leisure,"Baguio: ""City of Pines""",,4,"Thanks sweet_7326 !! I just texted the Number, hope it is affordable :-)",7-Nov-02,SUNSTAR,0.15,869,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",Hotels in Baguio???,5,"Hello there! does anyone know anong hotel ang maganda sa baguio besides Camp John Hay Manor Hotel??? I really really need help in securing a place to stay at baguio during the holy week. Fully Booked na kasi ang Manor eh! If anyone out there can Help, Please post a reply. thanks.",9-Feb-04,GREEN ARCHER,0.07,466,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,6,"Near the city proper, there's Hotel Veniz, Paladdin Hotel, Pines Hotel ata yung isang nakita ko.",10-Feb-04,uptowngirl,1.54,"10,159",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,7,yung buong stretch sa road parallel sa burnham (ano nga ba yun ly? yung sa intersection sa may paladdin?) ang daming hotels. maglakad ka lang dun dami na. sa may legarda road din madami. di ko alam exact names...,10-Feb-04,katie,0.57,"3,654",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,8,Try the Concorde Hotel,10-Feb-04,pattybee,0.1,563,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,9,"Citylight hotel pwede na rin. Just make sure you don't get a room na directly under their restaurant kasi maingay. For some reason parang laging may nagmo-move ng furniture at 2 am. May bar din sya na mukhang puntahan ng mga local gimikeros. I don't remember kung anong street but it's very near Baguio cathedral and Session Road, and that new, hulking Baguio landmark--SM City.",10-Feb-04,babelfish,0.01,40,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,10,Try the El Cielito Inn.,10-Feb-04,lite,0.35,"2,030",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,11,check mo sa baguiocityonline.com for transient homes. mabait and accomodating yung coordinator.,10-Feb-04,sweet_7326,0.27,"1,610",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,12,"transient homes are much cheaper compared to hotels. i suggest u try to contact any peeps from baguiocityonline as i got my contact fr that website too. okay lang naman nde sa hotel becuz ul be spending most of ur time travelling to diff sites. except na lang if u plan to sleep lang during ur whole stay, maghotel na kayo para comfy. btw BabyFats emailed me this list ng mga hotels sa baguio, it's a consolidated list. i still have that email with me. if u cant contact her thru Pex, id be glad to fwd that email to u. just send me ur email thru PM",12-Feb-04,piQuAnT,0.21,"1,261",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,13,"you can try holiday villa court, along legarda road. mga 2 blocks away from burnham park. manila rservation: 2429463 2429471",12-Feb-04,sweet_7326,0.27,"1,610",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,14,"Concorde is overrated (no offense), it's pretty, but expect a lot of moth-eaten blankets and ice-cold showers. There's a review of Concorde hotel in http://pinoytravel.blogspot.com. Sayang the property. The admin people of the hotel should shape up. There's a nice Day's Inn (?) a stone's throw away from the new Victory Liner terminal. Haven't tried it yet, but it looks nice from the outside.",16-Feb-04,blasphemy,0.01,68,,,,,http://pinoytravel.blogspot.com.
Travel and Leisure,"Baguio: ""City of Pines""",,15,My grandfather rents out a few apartments along Marcos Highway about 5 mins from the town center. 074 4423155.,16-Feb-04,Mikoid,0.32,"2,156",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,16,"pde din sa afineplace.com - although medyo malayo yung unit a and b nya from town. but if u have a car, the place is quiet naman, peaceful even",17-Feb-04,sweet_7326,0.27,"1,610",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,17,you can also try: baguiocityonline.com afineplace.com,19-Feb-04,sweet_7326,0.27,"1,610",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,18,"In terms of location, that is being near the popular tourist spots (Session Road, Burnham Park, City Market and a certain big mall) , Hotel Veniz is the best. El Cielito Inn is nice too. The new hotel beside Victory terminal is Microtel .",27-Feb-04,benchwarmer,0.35,"2,041",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,19,Ano pong Hotel sa Baguio na malapit sa SM Baguio...at yung Hotel na tipong Lalagyanan lang ng Gamit ???,28-Feb-04,floreno,1.63,"10,414",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,20,"natawa naman ako dun, hotel na lalagyanan lang ng gamit actually merong bago sa may session road lang and nde sya motel ha, isa syang inn, hehe La Brea Inn ang name, actually ok dun. session road lang sya kalapit ng chowking. ok dun kc malinis. i think 650 pinaka-lowest rate nila dun, may friend kc ako na pumunta ** pro 1 day *** so ok n un kc tutulugan lang naman. pero ok tlg sobrang linis,pati cr ok,may tv pa ganun. and advantage nun eh paglabas mo session road na, malapit sa lahat ng gusto mong puntahan **** lakarin mo n *** SM.",28-Feb-04,papoo_notpapoo,0.1,504,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,21,Uy serioso ako dun sa lalagayan lang ng gamit ah.... .. Talaga...650 lang....Baka namang me kasama yang 'White Lady' Package pag gabi heheh J/k,28-Feb-04,floreno,1.63,"10,414",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,22,"uy sabi nung friend ko ala naman white lady package dun pero merong ""mumu in the shower package"" hehe klan mo balak punta? check in time nila eh 1pm so u better go there by that time para naman sulit ibabayad mo, di ba. ok tlg dun, pwamis. bago *** kc sya, tapos kalapit *** ng chowking and 7-11 tsaka ukay-ukay. ano pang hahanapin mo, hehe.",29-Feb-04,papoo_notpapoo,0.1,504,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,23,"jaz got back po today from baguio. we tried Baguio Prime Hotel, almost corner Session. If you're going with someone, say 2 pax, at kung ok sa bidget mo 1500 pesos with breakfast pa, try mo po... ok naman siya eh..",1-Mar-04,mauve_2002,0.63,"3,607",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,24,microtel ata yung katabi ng SM? or katabi ng victory liner,1-Mar-04,sweet_7326,0.27,"1,610",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,25,mauve_2002: may contact number ka ng Baguio Prime Hotel?,1-Mar-04,sentiments,0.29,"1,763",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,26,likod *** ng victory liner ang microtel,1-Mar-04,papoo_notpapoo,0.1,504,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,27,"ask ko lang ha..im not familiar kasi eh..ano ba ang ibig sabihin pag 12 noon/1pm ang check in time nila? For example, balak kasi namin pumunta dun by april 6-10, eh mga 4 pm na siguro dating namin, does it mean na pag alis namin ng april 10, eh hanggang 1 pm lang kami to prevent paying another day? pls enlighten me about this check in/out time. thanks",17-Mar-04,jazzmine22,2.4,"13,220",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,28,"aside from the manor, there's only the concorde hotel that's ok.... wait, there's another one but it's pretty far from the city itself... i forgot the name but it's attached to a mall...",22-Mar-04,K.I.L.L.,1.57,"7,884",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,29,"yung natuluyan ko jan pangalan nya 45 hotel. pero dalawa yung 45 hotel sa baguio, isang bago & isang luma, dun kami sa luma, sa session road sya and malapit sa SM, sa market, malapit sa lahat. *** 45 hotel na luma sa taas lang sya ng 456 resto. maganda na rin sya & mura lang. 500 pwede ba kung lagayan lang ng damit.",25-Mar-04,yeah*baby*yeah,0.62,"3,089",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",know of any rooms for rent in baguio?,30,"help!!! my girlfriend and I are looking for a place to stay in sa Baguio. well, as much as possible.. i want a cheap place kasi tulugan lang naman. due to the urgency of the situation (peak season kaya mahirap talaga), e-mail me at [email protected] Thanks.",25-Mar-04,TheFool,0.05,285,,,,,/cdn-cgi/l/email-protection#5b38042934383e281b223a33343475383436
Travel and Leisure,"Baguio: ""City of Pines""",,31,"check mo sa baguiocityonline.com they have several transient houses there, plus meron pa atang mga bagong listing na wala pa sa website nila.",26-Mar-04,sweet_7326,0.27,"1,610",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,32,"hi! actually that would depend on the CHECK OUT time of the hotel....check in time is usually the time they can readily accomodate new guests, whether may reservation or wala.... kung 12noon/1pm ang check in time...probably mga 9am or 10am ang check out time.... pero ang standard kasi (almost all over the world) ... 12noon/1pm ang check out, check in is at 2pm/3pm... sometimes kung di ka nagsabi na late check-out nag-chacharge sila ng extra kasi mag-coconflict na sa check in time nila.... sabihin nyo na lang late check out kayo since late check in din naman kayo.... For example: Old guest checks out april 06 at 9am.... by around 12noon, the room is ready to be occupied by the new guest, let's say, your family....but since you won't arrive till 4pm, late check in na yun...now by april10 di pa kayo ready umalis at 9am...just advise the front desk beforehand na late check-out kayo...usually a maximum of 2hrs is given kung hindi fully booked...that would still depend on the hotel of course...",27-Mar-04,enid_warren,0.61,"3,655",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,33,"for hotels... Hotel Reneca...I think malapit sa city hall or try a condotel....meron malapit sa Burnham Hotel....I forgot the name....pero cool sha kasi may kitchen...pede kayo magluto, may electric stove, may rice cooker, may toaster, kumpleto sa utensils...",27-Mar-04,enid_warren,0.61,"3,655",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,34,"Magkano usually ang magagastos sa transpo, food at lodging if I'll be staying in baguio for 2 days?",27-Mar-04,Altwegg,3.52,"21,006",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,35,Pines View Hotel,28-Mar-04,DJQuimby,0.13,668,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,36,"if magcocommute ka --- ask those taxi drivers na makikita mo pagbababa mo sa terminal. Mababait naman sila kahit 5 am kayo dumating they will try to bring you those transient houses that they know. And you can bargain din naman sa price. If nde nyo nagustuhan ihahanap nila kayo ng iba. This is based on experience. Tip lang po ---- try to look for hotels or transient houses na malapit sa session road for your convience, plus mas madaming makakainan aside sa restaurant sa hotel. Malapit pa sa palengke for your pasalubong shopping.",31-Mar-04,xiv,0.01,32,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,37,"OT: anong magandang gawin sa baguio, aside from visiting the famous tourist spots? are there any really, really good restos that we should try? or places that are not so know that we should visit?",3-Apr-04,CoolCucumber,1.03,"5,642",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,38,"CoolCucumber: Ok food sa Cafe by the Ruins, Little John's, and Salud Bistro. Forgot kung saan sila exactly eh, pero yung Little John's malapit sa may Camp John Hay Commissary.",4-Apr-04,pinkrose,0.5,"2,950",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,39,wow thanks pinkrose how about places to visit... any suggestions?,4-Apr-04,CoolCucumber,1.03,"5,642",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,40,s may bocaukan road....dami places to stay,4-Apr-04,bosslav,0.01,72,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,41,"when i'm in baguio, i never fail to visit the lourdes grotto. climbing the 212 steps makes me feel like making a sacrifice, pero in reality, it's not. i pray the rosary on my way up as a gift to mama mary also there's this place inside john hay - tahimik sya.... a small garden. visit other churches in baguio - ndi lang yung cathedral. i like st. joseph (where aga mulach got married) and the lourdes chapel along kisad road. i'm not sure if meron pa to, but when we were doing research for our thesis, we visited Crystal Cave. went inside with a guide. maganda din mamimili sa easter school weaving room - there are looms there, pde ka mag try. i rembmer nakabili ako ng mga coin purse dun. although when buying pasalubong, the best place to buy pa din sa market. saka sa maharlika, for army surplus items.",5-Apr-04,sweet_7326,0.27,"1,610",,,,,
